Lambda,dvdl,#Frame,D248_chi1,D248_chi2,V249_chi1,V249_chi2,N250_chi1,N250_chi2,T251_chi1,S272_chi1,S285_chi1,R286_chi1,R286_chi2,R286_chi3,R286_chi4,R286_chi5,S287_chi1,D290_chi1,D290_chi2,F291_chi1,F291_chi2,T292_chi1,weight_dvdl
6,-44.84100000000001,41240.0,64.3602,-170.2708,-53.9552,125.8898,-43.6665,88.1988,163.4645,-56.157,53.8967,-96.0825,63.321,177.3975,77.822,6.6283,58.5209,175.488,-160.7577,-172.181,84.3562,57.4641,-5.585843370000001
6,-43.28940000000001,41241.0,66.5676,-149.286,-62.1309,126.0764,-65.7987,71.0168,162.3939,-62.0193,47.4635,-96.5718,66.911,178.9958,84.4828,-22.506,65.753,166.434,-122.6395,177.7832,87.4821,61.7642,-5.392560558000001
6,-47.801,41242.0,52.0981,-147.0077,-67.1762,123.7369,-63.744,35.3956,161.5151,-63.8545,65.9942,-99.3802,60.1574,-173.6307,108.1954,-2.3392,62.1684,172.8372,-178.7337,169.1145,115.8462,61.6679,-5.9545705700000005
6,-48.7188,41243.0,50.7386,-92.5939,-58.233,127.7996,-56.5982,95.6963,172.2045,-65.5252,35.4649,-91.7963,52.3085,174.006,75.3838,0.4482,69.5607,166.5397,-163.2762,177.2066,85.6099,61.6114,-6.0689009160000005
6,-36.8094,41244.0,70.8833,-146.3033,-62.23,134.1943,-60.3947,68.9026,159.0245,-63.6489,56.6135,-108.1153,56.112,-178.8721,108.2662,-10.2847,49.8381,-178.013,175.9756,172.8003,91.6117,49.442,-4.585346958
6,-31.4657,41245.0,64.8219,-135.4366,-68.854,125.7555,-71.7199,17.0433,177.9867,-85.308,51.4512,-93.7065,64.8612,171.146,79.7396,-9.3016,64.1175,-173.1647,-175.5618,-179.9299,84.2727,61.9922,-3.9196822489999996
6,-45.2891,41246.0,54.3943,-139.3346,-78.9439,128.0157,-63.338,116.0161,166.4541,-61.8912,66.2414,-87.0259,63.2253,171.0419,75.7312,19.0664,67.7538,171.0358,-170.4291,178.0317,81.5904,57.6885,-5.641663187
6,-40.2287,41247.0,89.5689,-78.5626,-44.9917,123.5668,-50.4987,92.0859,162.0932,-58.1848,71.1586,-70.129,56.4795,-173.3434,-158.3021,-0.1301,56.4822,173.478,-126.4325,-176.7432,78.8647,67.2072,-5.011289159
6,-52.8412,41248.0,58.1938,-35.3257,-80.4143,126.6718,-51.7783,72.6588,154.4744,-62.1672,46.6686,-49.7612,-177.3781,-177.9835,98.4698,-1.9286,62.9136,-175.4637,166.1451,164.7112,94.8156,41.1589,-6.582428284
6,-29.8533,41249.0,60.6716,-33.239,-46.0688,126.3416,-61.128,70.1598,157.328,-60.0415,35.1784,-49.1417,147.5009,179.6421,159.2179,-18.2736,42.7418,177.2871,158.4497,168.3829,82.2832,65.7779,-3.718825581
6,-34.4873,41250.0,66.5985,-38.0189,-50.0852,122.4661,-68.365,91.6182,178.1618,-69.3457,53.0062,-56.977,169.0181,178.6696,144.3375,11.1352,71.9908,172.4267,-163.9981,-166.488,82.0458,62.1623,-4.296082961
6,-42.014300000000006,41251.0,66.4173,25.8711,-51.9678,125.4514,-56.7003,106.2973,166.3726,-50.9011,57.2812,-55.0557,178.9756,-167.7469,133.1726,-11.5293,62.4861,172.8523,-168.9939,177.5123,90.7918,71.48,-5.233721351000001
6,-43.493,41252.0,63.307,-37.4036,-69.2699,125.0446,-57.2974,80.0353,144.6262,-75.0927,62.4166,-69.1157,173.4509,-165.9385,77.1566,-7.2835,63.6469,174.8208,-165.7485,162.8263,91.6167,57.6158,-5.41792301
6,-39.615,41253.0,56.0393,-40.0677,-63.8765,121.293,-65.6822,93.4966,151.0167,-81.7913,43.3924,-45.9579,-163.5999,72.34,83.0204,0.4322,75.3093,174.9318,-179.3324,175.6936,93.9782,52.9466,-4.9348405500000005
6,-44.15220000000001,41254.0,58.1191,2.0621,-48.3899,119.3224,-66.4241,91.408,151.0757,-69.9178,55.7185,-54.5512,-59.0842,-159.8001,156.2808,10.8696,92.6395,175.6062,-128.8943,-164.792,90.3673,58.2425,-5.500039554000001
6,-45.969800000000006,41255.0,58.4429,4.8546,-68.7462,132.8491,-85.0488,99.5035,159.5018,-71.674,43.4379,-57.7345,-69.7491,-167.0703,174.5516,1.5886,57.3067,161.9322,-140.622,176.9673,85.3492,52.3252,-5.726457986000001
6,-32.0612,41256.0,45.1779,6.0243,-60.621,117.5681,-70.7038,72.7764,170.5561,-73.8945,67.8009,-79.0806,-93.7953,-176.9889,-88.5405,-12.8934,60.0873,-174.6049,-171.6058,171.1727,91.9875,55.2376,-3.993863684
6,-38.0266,41257.0,56.7269,3.0341,-43.0292,124.8429,-48.8026,79.6445,167.4841,-51.1922,-50.6979,-41.2614,-75.4837,-178.5965,-77.2654,-14.8936,60.945,164.0919,-171.1315,171.9896,85.67,66.2852,-4.736973562
6,-32.1124,41258.0,58.1414,-18.5198,-48.0101,122.0224,-48.4825,93.9055,157.3806,-58.4923,-56.2882,-40.4918,-70.8855,-164.7588,-95.1062,1.2689,64.4348,166.4731,-148.994,163.8083,89.6219,69.043,-4.000241668
6,-40.09310000000001,41259.0,68.6422,-23.8397,-64.6476,117.7011,-59.1642,94.56,165.9724,-65.1252,-56.2574,-55.3897,-55.1106,177.9775,-88.2234,3.5304,67.4442,178.2067,156.6098,173.1265,88.9689,60.0996,-4.994397467000001
6,-33.3777,41260.0,50.627,9.0717,-60.9673,126.0027,-63.2469,100.6236,166.1105,-54.1241,-58.7307,-60.5236,-65.9366,-157.0136,-172.1944,-1.2999,51.9771,170.8851,-151.8646,173.5628,92.4879,53.271,-4.157860089
6,-40.4281,41261.0,40.5554,38.4227,-60.8585,129.6827,-46.9649,108.8325,144.6959,-53.6407,-58.6347,-46.0106,-60.744,-161.539,-115.4696,-18.6142,53.1907,171.2588,-158.81,175.5181,99.4152,59.0219,-5.0361284170000005
6,-40.8352,41262.0,61.571,53.4782,-60.7779,131.4724,-60.3796,79.0095,172.6784,-71.6005,-49.8292,-34.0688,-63.3881,174.6851,-116.9701,19.3988,75.6475,-177.9228,-147.3639,-175.0419,96.1447,57.2269,-5.086840864
6,-59.1274,41263.0,65.7899,38.6038,-60.7614,130.8635,-40.6172,75.2794,158.2493,53.831,-48.1221,-52.1532,-49.7122,-178.4185,-164.2093,-12.7886,173.6025,-176.4115,179.2404,176.5324,80.078,57.4438,-7.365500218
6,-41.6206,41264.0,60.7324,-31.3571,-61.0508,125.9433,-52.3134,113.1857,170.7475,52.5609,-83.816,-47.0874,-67.8082,-176.4595,-112.5393,-3.8962,-174.0086,160.7058,-168.3976,170.7294,71.9864,46.1468,-5.184678142
6,-29.7855,41265.0,50.9643,67.8114,-56.6514,127.3769,-50.3296,105.1081,173.1941,47.695,-70.0742,-29.5988,-65.4535,-151.2809,-157.3765,-0.6,169.2107,171.031,-153.8102,159.7186,93.7652,99.3438,-3.710379735
6,-46.13600000000001,41266.0,69.1254,-67.2671,-42.7316,123.5867,-54.9597,79.5073,155.1885,49.3949,43.9312,-58.3839,-64.2939,86.8279,-155.6848,-6.8377,177.7798,166.0091,-148.1053,165.9933,91.0407,51.826,-5.7471615200000015
6,-40.52060000000001,41267.0,60.5164,-17.2956,-55.996,128.2015,-54.2741,82.2663,172.1179,51.2474,48.7086,-53.6853,-73.7123,-156.4956,-177.0284,-1.6336,-179.8935,169.4319,58.8917,178.7752,93.4241,61.1453,-5.047651142000001
6,-43.58610000000001,41268.0,59.4432,5.246,-53.022,121.3534,-34.0706,90.7298,170.3548,55.1475,52.1914,-67.9784,-91.6464,171.5393,-121.7205,-13.29,162.845,173.072,3.609,172.5743,93.5991,49.3963,-5.429520477000001
6,-48.3487,41269.0,85.8653,-37.7314,-56.1267,135.0903,-65.5333,-43.9615,167.3262,48.1234,63.3296,-60.5309,-168.2021,165.2064,-95.3369,-7.4201,165.49,168.6732,50.7667,-143.03,90.901,50.1667,-6.022797559
6,-33.9871,41270.0,49.4087,-153.2274,-61.6334,133.3573,-61.4413,89.1543,173.2941,73.7503,45.2499,-51.9597,-66.6255,-169.0457,131.0798,-12.2601,177.6538,-168.9547,-4.1982,172.7909,95.1346,64.5522,-4.233773047
6,-31.4733,41271.0,40.4843,-158.2748,-38.8428,124.1574,-51.4781,80.464,158.2664,77.1967,45.1694,-47.0657,-71.0379,-153.7866,-74.3533,8.9801,-175.6372,159.6512,26.5487,177.9309,92.9518,62.5049,-3.9206289809999997
6,-49.2599,41272.0,47.6876,-162.3247,-64.7005,123.4448,-67.1399,89.4645,170.146,49.5364,77.5745,-59.1713,-61.7929,-174.7535,-79.4149,1.6956,-177.4408,-178.2681,-8.6441,165.8226,89.4607,56.9506,-6.136305743
6,-32.5132,41273.0,58.2122,-170.7109,-72.2238,131.6568,-48.7507,98.5407,161.2242,50.8014,56.9569,-57.1389,-88.6845,166.6483,141.1581,16.2443,-171.2269,-175.7528,-18.1862,-177.984,80.3245,53.1375,-4.050169324
6,-40.1279,41274.0,51.268,-161.1589,-57.1453,128.9927,-42.4874,73.4522,155.8488,64.1159,56.3304,-52.4024,-78.3968,-174.4492,-153.997,-3.397,163.956,-170.2258,-22.7872,175.2731,99.8832,62.6908,-4.998732502999999
6,-42.4639,41275.0,56.396,-177.8277,-43.5426,126.3321,-63.6356,80.6845,154.8915,56.3571,70.2167,-65.3827,-50.389,-168.2577,-164.4658,12.3781,69.8559,177.9767,-1.0795,174.771,80.3418,59.7031,-5.289728023
6,-49.5196,41276.0,55.2092,152.5456,-65.1192,127.1782,-55.8437,78.1337,152.7707,62.2924,54.6895,-71.1169,-41.0506,-156.5671,173.3974,-9.8245,70.0008,169.2054,19.8844,173.5563,87.1265,64.046,-6.168656572
6,-36.717,41277.0,67.3429,-161.1494,-55.6234,129.3549,-47.1064,99.7402,155.0182,54.4575,51.5327,-64.6369,-174.3692,165.6009,-84.7715,-3.9147,61.7581,169.4901,34.8592,172.2012,80.5709,69.2048,-4.57383669
6,-43.8347,41278.0,66.0255,147.4978,-60.3759,122.8187,-52.8608,91.195,164.1595,57.0194,74.5529,-57.3957,-76.1399,-174.907,-168.9103,2.5241,61.803,175.1826,-2.4226,174.5832,73.5363,58.621,-5.460488579
6,-44.401,41279.0,27.2837,-133.9007,-49.2367,126.1178,-65.2235,59.494,148.9534,55.833,60.6327,-54.1743,-69.6171,-158.7179,-71.1564,17.9031,46.6989,-161.5548,-29.5448,179.7417,118.6206,71.6304,-5.531032570000001
6,-44.76970000000001,41280.0,55.1756,-141.3735,-63.4052,135.4725,-53.9176,83.4217,164.1533,63.3784,53.0775,-61.7864,-67.321,171.7364,163.5839,4.9637,54.0382,165.9038,44.895,179.0426,97.0575,54.3501,-5.576961529000001
6,-47.3583,41281.0,74.5072,-172.8484,-65.1814,131.4974,-45.8986,77.7438,158.3218,75.7642,32.1422,-51.0123,-79.5152,151.6945,170.8639,9.154,64.7284,164.603,19.5517,-179.6519,86.5766,43.0977,-5.899423431
6,-63.4078,41282.0,60.4051,-173.0337,-53.4841,125.709,-44.7719,73.147,157.0481,64.5031,40.5116,-48.4225,-70.4493,176.4171,162.1195,-15.4121,48.1191,168.1741,29.7686,-174.6642,80.5704,60.2021,-7.898709646
6,-49.217,41283.0,59.97,-151.3275,-45.9943,130.2759,-60.769,87.4385,151.1896,46.7835,59.6861,-66.2649,-71.4369,-164.8174,-149.6361,4.7742,73.1256,-177.462,-22.9126,169.0067,91.0973,58.2826,-6.1309616899999995
6,-31.0397,41284.0,63.3787,-167.1994,-52.8805,123.1558,-56.8185,91.3874,157.1127,45.9579,77.4254,-66.1205,-69.4967,176.8724,-134.6405,6.3656,68.4911,167.9593,10.5541,174.7815,105.3531,72.4859,-3.866615429
6,-41.50090000000001,41285.0,64.1294,162.2648,-62.0668,129.3707,-61.6674,79.0463,166.8491,57.29,52.5825,-43.6856,-60.4139,-63.5723,151.2182,-2.5779,56.5105,173.0668,25.4728,171.9987,88.6569,65.7805,-5.169767113000001
6,-46.4425,41286.0,50.7829,156.2322,-60.463,121.4145,-47.6718,84.8154,168.3339,52.7442,69.5886,-51.3658,-61.201,-58.7843,-137.7305,-15.2029,72.9613,168.3024,20.5004,171.457,97.0223,55.9517,-5.785342225
6,-49.6433,41287.0,52.4782,-163.9032,-48.1187,122.3689,-47.6447,98.0918,145.9143,36.7025,49.1285,-59.9855,-80.6828,167.2074,155.7482,14.2338,-174.171,162.5134,40.9106,-178.6619,84.3564,65.6937,-6.184065881
6,-46.633,41288.0,60.0569,-168.1009,-47.1319,119.0347,-51.3325,77.6601,160.848,57.2226,50.4114,-49.4085,-153.2658,173.9723,-70.742,1.3258,-174.4668,161.0694,4.3045,165.4042,86.5509,59.4111,-5.80907281
6,-32.8468,41289.0,63.5665,174.0157,-62.2918,128.0475,-69.0118,-59.9382,-177.2329,57.2391,48.4629,-60.4024,-71.8249,-157.3002,-170.9565,13.5365,159.599,-175.0292,-16.3128,162.725,96.0742,54.2901,-4.091725876
6,-39.5748,41290.0,67.005,166.2542,-51.6828,123.5727,-52.6395,-28.339,160.5748,72.6025,79.1124,-54.0594,-70.9945,-172.1264,156.182,-7.8591,-171.6234,161.7296,-50.5144,170.6696,97.6126,65.8898,-4.929832836
6,-40.4516,41291.0,66.8457,-155.9232,-62.1103,123.8927,-60.6275,-38.3678,173.5553,52.907,66.9394,-65.0605,-69.8066,177.1745,-87.9398,7.7478,174.7812,-173.3344,-24.8174,171.3558,110.5354,53.7969,-5.039055812
6,-38.309000000000005,41292.0,52.2882,-162.7367,-54.5166,121.223,-52.9538,-10.7373,176.7716,68.2964,55.7424,-50.099,-63.1631,-168.2401,157.9201,24.5567,167.6962,-178.2017,-25.6081,171.0476,86.1948,62.2429,-4.77215213
6,-60.2956,41293.0,51.4436,-140.5847,-64.758,128.3311,-61.4661,60.3609,165.0978,55.0295,55.115,-46.097,-70.5024,94.2015,179.6819,5.7962,175.487,166.1778,0.4308,173.9956,81.1073,62.1172,-7.511022892
6,-36.5483,41294.0,56.733,142.3719,-51.5123,111.6379,-61.4723,76.715,147.487,66.1972,68.718,-50.4087,-88.3701,94.7925,-175.7316,-1.0475,166.9984,-175.5595,-27.262,166.1265,78.948,77.0911,-4.552821731
6,-46.165,41295.0,60.5672,-152.9106,-61.2553,134.4776,-71.3309,69.4679,160.7036,47.9753,66.2481,-60.0559,-64.6274,108.3899,-175.6806,12.4602,-172.038,174.4215,6.1743,178.4077,96.0198,68.6609,-5.7507740499999995
6,-37.2013,41296.0,54.4145,-138.1176,-61.1845,124.7789,-62.3954,84.3715,171.1202,44.8796,55.762,-48.9663,-66.6362,54.7037,-150.1831,-8.2271,174.1648,-177.0898,-7.362,165.6929,91.8452,55.6394,-4.634165941
6,-37.1601,41297.0,59.3488,-166.6008,-48.8527,129.7137,-36.5301,93.2414,169.2461,42.4819,44.3367,-45.4089,-66.576,82.8308,-138.2955,-6.1322,175.0482,166.5552,24.3029,176.8596,88.3264,59.135,-4.629033657
6,-55.9188,41298.0,59.8349,-150.6565,-54.4936,121.0784,-56.2724,78.074,177.2848,62.8484,58.1553,-54.2049,-87.7944,-176.5521,-123.3416,-1.2272,65.2355,161.9502,43.3843,-179.6208,98.5283,63.9415,-6.965804916
6,-55.4054,41299.0,73.3013,175.9339,-58.4403,122.8501,-51.8568,83.6333,161.0675,53.7342,38.4683,-62.2636,-61.2934,-179.4557,113.0801,-6.6123,175.3475,-178.6644,10.7799,171.5745,89.4687,52.6523,-6.901850678
6,-38.9293,41300.0,55.1708,-159.2594,-51.7602,122.1474,-70.6553,102.4115,157.172,65.5407,41.7502,-64.2579,176.9097,167.4181,-67.0143,-9.9021,166.5789,177.7954,35.3219,173.7645,87.3529,61.3416,-4.849422901
6,-43.9346,41301.0,62.6134,155.6371,-52.0483,123.778,-58.7339,83.8552,157.4881,55.9112,58.1939,-64.0802,-155.2834,174.7508,-109.3288,1.3371,175.0941,172.8419,57.6873,178.2641,103.6765,67.775,-5.472933122000001
6,-44.3071,41302.0,62.3587,167.303,-53.3955,126.643,-60.8237,95.5056,157.3943,38.3949,46.6523,-62.0771,-161.5456,-162.2364,-91.6598,-1.1882,152.8065,175.727,87.3077,177.0415,82.6001,62.9054,-5.519335447
6,-50.8271,41303.0,44.4949,-136.3238,-77.3934,129.7731,-65.43,91.6606,126.0461,55.7546,58.0455,-59.3592,-167.055,173.2516,-77.2112,-13.8716,-179.0503,-176.5256,160.5302,-178.5626,83.343,61.9719,-6.331531847
6,-56.10520000000001,41304.0,48.0683,-148.5135,-64.6469,128.3478,-53.7512,84.7601,160.6162,75.9788,73.1363,-61.469,-99.942,151.111,-101.8401,2.3866,-169.915,176.3358,156.9519,-177.7263,100.9755,56.9032,-6.989024764000002
6,-34.1131,41305.0,54.7254,-166.8369,-57.0525,120.082,-66.1942,29.7998,169.0481,73.5505,53.6749,-54.1572,-159.5631,144.0361,-82.3855,15.3093,178.9257,172.5803,115.7422,166.0959,93.2198,64.0902,-4.249468867
6,-39.8618,41306.0,49.1922,173.6309,-46.4294,130.9256,-70.4544,73.6924,138.0266,72.7228,61.5994,-60.5103,-165.8694,162.4171,-78.3776,-5.8527,-179.8485,178.6797,-85.3981,176.1628,92.9473,70.8312,-4.965584426
6,-42.9443,41307.0,55.1372,-149.4591,-42.9224,121.1625,-43.952,67.3883,173.2253,47.2741,55.7591,-54.4218,-61.0375,170.6695,155.717,-11.9083,-170.8593,174.3516,-75.7151,172.5051,105.5437,65.2163,-5.349571451
6,-35.9494,41308.0,82.9728,158.5659,-72.8849,123.8448,-82.8166,14.0294,164.7706,57.4297,60.2027,-45.5825,-159.3005,-172.1442,-135.8284,8.1751,72.2377,-173.7953,-5.1395,179.7309,101.5645,68.2118,-4.478216757999999
6,-50.028,41309.0,42.3166,-156.087,-39.35,123.7158,-63.9321,-3.8713,163.4045,55.0807,54.3189,-75.8421,178.4117,178.4393,78.7616,4.6577,63.6178,159.6831,29.0954,-179.865,71.1618,68.1102,-6.23198796
6,-37.2849,41310.0,46.8474,-137.0804,-76.5781,136.7309,-45.433,93.1675,165.6585,68.9778,55.4511,-69.0246,-166.2436,-158.5866,82.0515,15.784,70.438,174.4983,-6.0914,178.0953,82.0576,56.9877,-4.644579993
6,-33.3277,41311.0,37.9161,-137.7431,-66.5333,125.965,-52.0861,98.1988,165.6164,52.8113,61.5143,-47.3828,-170.3521,176.3594,98.5609,10.5439,73.0326,156.6807,19.4885,175.9934,95.5029,63.0463,-4.151631589
6,-32.0368,41312.0,66.349,160.6715,-64.5925,127.4436,-58.1896,77.0212,152.3055,62.5452,74.9996,-71.7846,-170.0904,177.9466,100.2688,-23.1777,56.2429,169.2128,86.5838,162.8483,89.8067,58.9776,-3.990824176
6,-36.23,41313.0,56.42,-162.6019,-51.6525,123.9043,-52.9031,77.192,158.494,32.7627,60.488,-63.2584,-179.954,-160.186,163.7774,17.7591,44.598,173.7571,120.8165,-178.8862,81.2068,71.9777,-4.513171099999999
6,-43.2327,41314.0,49.4591,-170.3122,-41.1973,120.8366,-47.8687,19.1197,164.5041,60.7435,62.7627,-48.9232,-175.1369,-172.9851,117.8035,-5.1624,66.5266,-173.8683,110.6681,170.4027,92.2089,64.3032,-5.385497439
6,-38.7242,41315.0,82.1926,151.9305,-52.9825,129.3584,-55.0741,-40.7545,150.3874,55.4158,64.8703,-56.6803,-174.1057,-148.3891,134.0821,-0.6563,54.7821,-179.6671,103.4394,172.6996,93.3486,80.0341,-4.823873594
6,-47.64920000000001,41316.0,57.7433,-143.2322,-77.4338,131.1144,-36.9625,-27.2739,149.314,64.8767,66.7581,-62.4888,-172.2545,-171.0701,137.3265,2.1499,60.9916,175.6264,97.7728,175.5147,85.6378,57.2639,-5.935660844000001
6,-36.7295,41317.0,71.3396,160.9917,-67.0202,121.1947,-63.1284,18.9089,150.4807,67.0324,47.7622,-55.2804,-178.4625,-171.8337,156.354,-3.7029,48.2978,175.2947,118.8069,179.1837,66.4461,63.7444,-4.575393815
6,-42.59340000000001,41318.0,110.539,142.9647,-45.4404,121.5596,-52.094,-28.8561,-175.0791,69.4457,61.0572,-53.5319,-170.9003,-159.4988,-170.6458,5.9766,48.4473,169.8897,122.0281,173.2031,104.7296,53.0372,-5.305859838000001
6,-50.211200000000005,41319.0,40.9062,-121.778,-66.1483,126.974,-52.6157,-4.8138,-172.3993,-70.1593,56.9461,-78.3831,172.9964,-162.3119,173.3152,4.6025,58.3523,175.4043,137.0638,-176.1557,78.2036,66.3239,-6.254809184000001
6,-32.6291,41320.0,76.7471,-179.5454,-72.1464,123.7563,-68.6573,17.6739,156.2424,-56.5765,41.2518,-42.005,174.0392,-178.2841,162.8148,17.544,62.1444,-179.8407,107.184,167.9737,90.4335,58.7467,-4.064606987
6,-39.0374,41321.0,52.5866,-153.3112,-54.0778,128.9326,-44.6649,-7.1753,165.5802,-48.4536,58.09,-63.0327,174.9834,179.9919,139.9077,-2.3095,58.4926,179.3445,104.4283,179.5958,75.579,53.8331,-4.8628889179999994
6,-38.5329,41322.0,49.3988,-167.789,-43.1973,123.9947,-79.608,76.0189,166.6914,-52.6554,-64.6827,-53.2776,163.9546,-155.4989,160.6825,-4.7542,56.9305,159.2009,141.8683,171.6121,84.0651,60.4408,-4.8000433529999995
6,-31.1556,41323.0,73.0452,-104.8735,-67.7659,129.5911,-40.0714,-19.3428,162.634,-71.7399,-54.7795,-60.5246,-176.1945,179.5156,165.6686,-8.3406,55.5559,174.0306,158.8286,174.8048,111.7004,72.2028,-3.881053092
6,-36.1461,41324.0,78.1482,-171.9972,-79.4874,132.8983,-50.208,-32.5301,169.9744,-78.6005,-63.7312,-45.9133,-176.0139,174.1927,-88.7881,-1.8986,48.8179,171.9769,42.6251,-174.4401,86.7495,65.107,-4.502719677
6,-34.3661,41325.0,52.7016,176.3652,-62.881,127.6896,-54.0956,-57.2718,150.4921,-74.3602,-72.1995,-65.1493,-168.7147,179.9976,-122.327,4.5937,85.0391,175.3143,3.5919,168.9536,100.6545,72.0312,-4.280985077
6,-35.4779,41326.0,67.543,-177.3865,-62.9951,132.0265,-59.6133,22.4467,176.0784,-54.856,-66.2507,-49.7128,-72.792,179.3372,-156.7624,-7.4961,70.6185,-172.1169,0.1584,172.6886,94.8101,67.6972,-4.419482003
6,-50.8784,41327.0,61.8165,-175.4449,-54.9741,130.8466,-53.1312,-44.942,178.9596,-65.856,-74.3396,-52.2568,-77.8746,173.2581,178.6306,-0.514,62.474,163.2379,-92.6393,163.9296,81.3084,44.096,-6.337922288
6,-60.7851,41328.0,60.3092,-157.061,-72.5429,125.4283,-51.9722,75.3606,173.2287,-72.2115,-59.3296,-59.8857,-76.887,167.9576,-152.1543,-2.005,57.2569,175.2246,-176.4476,173.6493,93.0928,61.0945,-7.571999907
6,-47.2579,41329.0,61.1467,-136.2724,-46.2877,120.0434,-42.4166,75.4194,175.9086,-66.812,-63.0446,-67.5152,-56.5938,-179.7569,-72.6364,-0.3514,69.5763,-159.6585,162.6529,-174.9776,87.0966,54.6848,-5.8869166029999995
6,-53.7545,41330.0,64.7413,163.0249,-54.821,124.4338,-69.9652,91.5726,170.026,-61.2437,-59.8234,-58.7342,-60.0725,-177.1172,-150.4574,-2.1965,62.2715,178.5848,93.4494,174.3028,84.8385,65.5661,-6.696198065
6,-32.964,41331.0,31.1194,-146.95,-65.6565,127.3055,-53.3973,116.0354,169.9581,-66.8467,-62.5607,-59.8955,-77.958,172.0283,-81.6259,-3.0605,64.4151,174.3112,116.8699,-178.1375,92.8374,56.1871,-4.10632548
6,-54.80870000000001,41332.0,54.3931,-170.6251,-58.5818,126.1966,-67.1887,71.0405,163.4809,-62.1181,-58.0534,-55.2676,-70.1997,-179.197,-81.127,-12.7921,58.0607,154.1523,103.2471,176.2351,71.4577,66.4342,-6.827519759000001
6,-39.37480000000001,41333.0,58.9055,174.2868,-71.1881,125.5556,-39.6455,-19.5884,155.2373,-70.6087,-46.5523,-52.5095,-168.6964,-171.5925,140.1587,-4.9235,69.912,-177.2771,33.99,-173.7377,87.3052,60.0577,-4.904918836000001
6,-41.1658,41334.0,44.5082,-108.9617,-72.3421,122.7702,-54.3909,-29.9639,165.9893,-55.3274,-61.8665,-73.2488,156.8572,178.1814,167.802,-7.4971,71.165,176.2732,149.7246,-170.5417,92.7152,58.6431,-5.128023706
6,-55.1474,41335.0,77.6256,-62.5174,-54.2852,127.2597,-57.0649,-58.3555,161.9321,-39.1321,-69.8294,-58.051,178.2796,-170.1521,-108.7921,13.7415,68.3472,-179.957,76.8837,-175.869,90.6006,52.0474,-6.869711617999999
6,-49.1017,41336.0,52.3404,75.0946,-63.3249,123.4192,-42.427,-43.4532,163.8714,-63.4448,-61.2353,-60.3721,-161.468,178.427,-89.2639,2.0988,63.2466,-164.9624,-177.2975,179.2733,91.0487,55.1052,-6.116598769
6,-43.2979,41337.0,55.4925,83.0712,-50.5936,125.6892,-52.0054,0.1145,170.7205,-69.9208,-64.5811,-50.7765,-168.1126,-157.6703,-80.5095,-1.2733,67.8101,-176.3916,164.4151,-176.902,87.7073,52.58,-5.393619403
6,-39.3307,41338.0,49.9501,-158.4905,-57.3162,130.2003,-70.4621,66.2983,169.3676,-50.5511,-54.1936,-71.3461,159.5354,-165.0025,-110.4873,-6.4608,64.6026,169.3589,-154.4599,171.5015,84.9536,58.9997,-4.899425299
6,-48.2552,41339.0,44.5924,-126.9046,-58.7843,130.5002,-45.2564,-59.4717,-175.2542,-48.7623,-66.8001,-63.7546,173.8691,169.1149,117.5811,15.0497,50.4423,-174.8775,-178.6835,175.2443,79.3112,64.3718,-6.011150264
6,-32.6564,41340.0,55.4346,-169.7967,-46.4059,119.3487,-64.9619,-41.8227,155.179,-55.6368,-72.0463,-44.3493,-177.8536,157.9645,-76.4148,-3.5056,66.6988,-172.553,170.4288,178.2752,89.9694,46.1935,-4.068007747999999
6,-36.2137,41341.0,71.9282,-157.1979,-55.9441,130.5971,-56.574,-82.2769,-175.5156,-66.0216,-56.5437,-63.5435,175.9486,168.8683,-72.5812,-4.8542,63.3765,-173.6376,-164.8665,171.1537,102.7027,56.0826,-4.511140609000001
6,-47.8897,41342.0,42.6778,47.8188,-50.6082,119.8505,-56.0533,-73.3053,167.7792,-80.3432,-66.8443,-45.0429,-68.4394,-179.7831,158.7312,-12.2558,61.5365,-176.0312,-150.0685,169.8604,91.6827,51.1141,-5.965619929
6,-37.6619,41343.0,49.1073,50.7816,-43.06,127.9091,-45.0985,89.6038,147.1661,-55.9756,-70.2755,-61.2754,-169.8133,158.1292,-103.8827,12.6367,168.9571,-170.442,-172.7855,159.0997,100.2489,52.7519,-4.691542883
6,-31.8127,41344.0,53.5304,84.2677,-60.7161,131.7112,-56.3676,83.8095,157.3457,-58.2884,-59.2699,-48.6378,-78.7837,-160.9621,-135.9389,-6.8613,165.851,174.8486,175.4841,176.981,76.3045,60.2607,-3.9629080389999998
6,-30.411,41345.0,59.6363,42.2263,-52.716,119.3849,-43.2039,86.3643,157.6752,-84.3068,-40.9156,-52.2104,-67.0035,-172.9808,-164.5923,16.4064,-176.6404,-170.9115,-136.3744,-177.9278,85.9488,53.7436,-3.7882982700000003
6,-40.0208,41346.0,75.0523,-49.7826,-50.6272,119.4353,-54.2809,93.5781,170.9965,-72.6285,-76.853,-62.2565,-61.4439,-159.7319,-93.8528,7.6911,174.8068,-168.6168,-135.2074,-170.5071,83.1938,68.7259,-4.985391056
6,-36.8734,41347.0,60.4431,0.9862,-50.3576,122.3286,-58.7121,67.864,162.7764,-46.717,-65.4341,-63.9746,-70.2392,-167.8193,-171.6795,-16.816,173.481,173.6878,-153.2449,178.8575,87.5621,59.0625,-4.593319438
